Turn,User Text,SNOMED Term,Code,Retrieval Score,Hypothesis,NLI Label,Entailment Score,Neutral Score,Contradiction Score,Decision
55,"I have a hard time with organization, so I’m worried about doing all of the homework correctly",Developing organized infant behavior (finding),129881001,0.3724,This person has developing organized infant behavior (finding).,CONTRADICTION,0.0009,0.0036,0.9955,DROP
55,"I have a hard time with organization, so I’m worried about doing all of the homework correctly",Verbalizes prescribed activity plan (finding),417938007,0.3555,This person has verbalizes prescribed activity plan (finding).,ENTAILMENT,0.5725,0.1056,0.3219,KEEP
56,I actually need to be out the door right now. Is there anything that I should do before our next session?,Feeling nervous (finding),424196004,0.2112,This person has feeling nervous (finding).,NEUTRAL,0.0052,0.991,0.0038,KEEP
56,I actually need to be out the door right now. Is there anything that I should do before our next session?,Feeling calm (finding),102894008,0.2063,This person has feeling calm (finding).,NEUTRAL,0.032,0.6502,0.3179,KEEP
56,I actually need to be out the door right now. Is there anything that I should do before our next session?,Stupor (finding),89458003,0.1954,This person has stupor (finding).,CONTRADICTION,0.0544,0.2243,0.7213,DROP
56,I actually need to be out the door right now. Is there anything that I should do before our next session?,Regular daily routine (finding),225788005,0.1911,This person has regular daily routine (finding).,CONTRADICTION,0.0004,0.0132,0.9864,DROP
56,I actually need to be out the door right now. Is there anything that I should do before our next session?,Feeling tense (finding),263897001,0.184,This person has feeling tense (finding).,NEUTRAL,0.0054,0.9917,0.0029,KEEP
57,I did some of what we talked about last week but forgot the forms.,Verbalizes discharge instructions regarding activity plan (finding),419399001,0.3433,This person has verbalizes discharge instructions regarding activity plan (finding).,CONTRADICTION,0.0017,0.0048,0.9935,DROP
57,I did some of what we talked about last week but forgot the forms.,Verbalizes medication refill plans (finding),419049005,0.3393,This person has verbalizes medication refill plans (finding).,CONTRADICTION,0.0007,0.0031,0.9962,DROP
57,I did some of what we talked about last week but forgot the forms.,Verbalizes plan for reduction of medication compliance barriers (finding),419128007,0.3106,This person has verbalizes plan for reduction of medication compliance barriers (finding).,CONTRADICTION,0.0002,0.001,0.9988,DROP
57,I did some of what we talked about last week but forgot the forms.,Verbalizes prescribed activity plan (finding),417938007,0.3055,This person has verbalizes prescribed activity plan (finding).,CONTRADICTION,0.028,0.0073,0.9648,DROP
57,I did some of what we talked about last week but forgot the forms.,Verbalizes medication compliance (finding),419011006,0.3013,This person has verbalizes medication compliance (finding).,CONTRADICTION,0.0008,0.0039,0.9953,DROP
58,I was only able to do part of what we talked about last week.,Ability to talk about problems (observable entity),225847002,0.3296,This person has ability to talk about problems (observable entity).,ENTAILMENT,0.9539,0.044,0.0021,KEEP
58,I was only able to do part of what we talked about last week.,Inadequate interpersonal communication skills (finding),422517004,0.3138,This person has inadequate interpersonal communication skills (finding).,NEUTRAL,0.0012,0.9943,0.0045,KEEP
58,I was only able to do part of what we talked about last week.,Communication skills (observable entity),401049002,0.3,This person has communication skills (observable entity).,NEUTRAL,0.4884,0.4986,0.0131,DROP
58,I was only able to do part of what we talked about last week.,Limited recall of recent event (finding),423698005,0.288,This person has limited recall of recent event (finding).,ENTAILMENT,0.9222,0.075,0.0027,KEEP
58,I was only able to do part of what we talked about last week.,Unable to remember day of the week (finding),285191007,0.2835,This person has unable to remember day of the week (finding).,CONTRADICTION,0.0003,0.0037,0.996,DROP
59,I don’t expect this assignment to help.,Does not comprehend written material (finding),716495004,0.3818,This person has does not comprehend written material (finding).,CONTRADICTION,0.0189,0.3647,0.6164,DROP
59,I don’t expect this assignment to help.,Deficient knowledge of exercise (finding),704446005,0.3514,This person has deficient knowledge of exercise (finding).,NEUTRAL,0.0019,0.9919,0.0061,KEEP
59,I don’t expect this assignment to help.,Unable to analyze information (finding),307088009,0.3497,This person has unable to analyze information (finding).,NEUTRAL,0.0129,0.9459,0.0412,KEEP
59,I don’t expect this assignment to help.,Negative attitude (finding),225462008,0.3447,This person has negative attitude (finding).,NEUTRAL,0.0142,0.9852,0.0006,KEEP
59,I don’t expect this assignment to help.,Difficulty analyzing information (finding),307089001,0.3436,This person has difficulty analyzing information (finding).,NEUTRAL,0.0086,0.9884,0.0029,KEEP
60,I’m too swamped; I don’t think I’ll have the time to do any homework.,Preoccupied (finding),248235009,0.3769,This person has preoccupied (finding).,ENTAILMENT,0.9614,0.0359,0.0026,KEEP
60,I’m too swamped; I don’t think I’ll have the time to do any homework.,Tedium vitae (finding),247795009,0.3415,This person has tedium vitae (finding).,NEUTRAL,0.2801,0.646,0.0739,KEEP
60,I’m too swamped; I don’t think I’ll have the time to do any homework.,Mentally dull (finding),419723007,0.3324,This person has mentally dull (finding).,NEUTRAL,0.0006,0.9917,0.0077,KEEP
60,I’m too swamped; I don’t think I’ll have the time to do any homework.,Boredom (finding),83765003,0.3235,This person has boredom (finding).,NEUTRAL,0.0143,0.8421,0.1436,KEEP
60,I’m too swamped; I don’t think I’ll have the time to do any homework.,On examination - disorientated (finding),163608000,0.306,This person has on examination - disorientated (finding).,NEUTRAL,0.0159,0.956,0.0282,KEEP
61,I’m just not getting it. I don’t understand what you’re asking me to do for the homework.,Difficulty analyzing information (finding),307089001,0.4228,This person has difficulty analyzing information (finding).,ENTAILMENT,0.9699,0.0301,0.0001,KEEP
61,I’m just not getting it. I don’t understand what you’re asking me to do for the homework.,Difficulty comprehending written material (finding),716476006,0.4206,This person has difficulty comprehending written material (finding).,ENTAILMENT,0.9723,0.0276,0.0,KEEP
61,I’m just not getting it. I don’t understand what you’re asking me to do for the homework.,Psychodynamic relationship finding (finding),304858008,0.42,This person has psychodynamic relationship finding (finding).,NEUTRAL,0.0399,0.9366,0.0235,KEEP
61,I’m just not getting it. I don’t understand what you’re asking me to do for the homework.,Talks about problem (finding),225848007,0.4146,This person has talks about problem (finding).,ENTAILMENT,0.6101,0.3889,0.001,KEEP
61,I’m just not getting it. I don’t understand what you’re asking me to do for the homework.,Formication (finding),15037002,0.4067,This person has formication (finding).,CONTRADICTION,0.031,0.0632,0.9059,DROP
62,I just don’t think I can do this homework on my own.,Difficulty in thinking independently (finding),285257002,0.3657,This person has difficulty in thinking independently (finding).,ENTAILMENT,0.9802,0.0197,0.0001,KEEP
62,I just don’t think I can do this homework on my own.,Difficulty analyzing information (finding),307089001,0.3575,This person has difficulty analyzing information (finding).,ENTAILMENT,0.951,0.0489,0.0002,KEEP
62,I just don’t think I can do this homework on my own.,Finding relating to autonomy and empowerment (finding),225790006,0.3546,This person has finding relating to autonomy and empowerment (finding).,CONTRADICTION,0.0073,0.0203,0.9724,DROP
62,I just don’t think I can do this homework on my own.,Psychodynamic relationship finding (finding),304858008,0.3521,This person has psychodynamic relationship finding (finding).,ENTAILMENT,0.486,0.2917,0.2223,KEEP
62,I just don’t think I can do this homework on my own.,Mental and psychological observations (finding),416578004,0.3498,This person has mental and psychological observations (finding).,ENTAILMENT,0.9734,0.0258,0.0008,KEEP
63,"I successfully did the homework! However, it made me very nervous, so I had a few drinks beforehand. This is OK, right? I hope you don’t judge my drinking, like my wife and boss do.",On examination - drowsy (finding),162704004,0.4201,This person has on examination - drowsy (finding).,CONTRADICTION,0.0026,0.0124,0.9849,DROP
63,"I successfully did the homework! However, it made me very nervous, so I had a few drinks beforehand. This is OK, right? I hope you don’t judge my drinking, like my wife and boss do.",Feeling intoxicated (finding),102897001,0.3617,This person has feeling intoxicated (finding).,ENTAILMENT,0.6352,0.3496,0.0152,KEEP
63,"I successfully did the homework! However, it made me very nervous, so I had a few drinks beforehand. This is OK, right? I hope you don’t judge my drinking, like my wife and boss do.",On examination - disorientated (finding),163608000,0.358,This person has on examination - disorientated (finding).,NEUTRAL,0.1246,0.7115,0.1639,KEEP
63,"I successfully did the homework! However, it made me very nervous, so I had a few drinks beforehand. This is OK, right? I hope you don’t judge my drinking, like my wife and boss do.",On examination - delirious (finding),162703005,0.3552,This person has on examination - delirious (finding).,CONTRADICTION,0.0015,0.0086,0.99,DROP
63,"I successfully did the homework! However, it made me very nervous, so I had a few drinks beforehand. This is OK, right? I hope you don’t judge my drinking, like my wife and boss do.",On examination - anxious (finding),162723006,0.3469,This person has on examination - anxious (finding).,ENTAILMENT,0.866,0.1008,0.0333,KEEP
64,"Whenever I have trouble motivating to do the homework, I think of how happy I will feel telling you that I did it. Your approval means everything to me. I honestly think you’re the best therapist I’ve ever met.",Increased motivation (finding),86808004,0.3653,This person has increased motivation (finding).,NEUTRAL,0.0702,0.9174,0.0124,KEEP
64,"Whenever I have trouble motivating to do the homework, I think of how happy I will feel telling you that I did it. Your approval means everything to me. I honestly think you’re the best therapist I’ve ever met.",Positive thoughts (finding),225661009,0.3499,This person has positive thoughts (finding).,ENTAILMENT,0.9647,0.0348,0.0005,KEEP
64,"Whenever I have trouble motivating to do the homework, I think of how happy I will feel telling you that I did it. Your approval means everything to me. I honestly think you’re the best therapist I’ve ever met.",Positive self thoughts (finding),225446002,0.3426,This person has positive self thoughts (finding).,ENTAILMENT,0.8904,0.1089,0.0007,KEEP
64,"Whenever I have trouble motivating to do the homework, I think of how happy I will feel telling you that I did it. Your approval means everything to me. I honestly think you’re the best therapist I’ve ever met.",Personal motivation (finding),31614008,0.3396,This person has personal motivation (finding).,ENTAILMENT,0.7055,0.2843,0.0102,KEEP
64,"Whenever I have trouble motivating to do the homework, I think of how happy I will feel telling you that I did it. Your approval means everything to me. I honestly think you’re the best therapist I’ve ever met.",Low motivation (finding),26413003,0.3384,This person has low motivation (finding).,NEUTRAL,0.0143,0.9546,0.0311,KEEP
65,"I didn’t do the homework. It didn’t seem like it was that important, to be honest.",On examination - content (finding),162728002,0.307,This person has on examination - content (finding).,CONTRADICTION,0.2262,0.0782,0.6956,DROP
65,"I didn’t do the homework. It didn’t seem like it was that important, to be honest.",Difficulty analyzing information (finding),307089001,0.3019,This person has difficulty analyzing information (finding).,NEUTRAL,0.0286,0.9693,0.0021,KEEP
65,"I didn’t do the homework. It didn’t seem like it was that important, to be honest.",Difficulty comprehending written material (finding),716476006,0.3002,This person has difficulty comprehending written material (finding).,NEUTRAL,0.0475,0.9504,0.0021,KEEP
65,"I didn’t do the homework. It didn’t seem like it was that important, to be honest.",Deficient knowledge of exercise (finding),704446005,0.2991,This person has deficient knowledge of exercise (finding).,NEUTRAL,0.0321,0.9557,0.0122,KEEP
65,"I didn’t do the homework. It didn’t seem like it was that important, to be honest.",Finding of level of interest (finding),365462008,0.299,This person has finding of level of interest (finding).,ENTAILMENT,0.861,0.121,0.018,KEEP
66,Is this approach helpful for people like me?,Incongruent personal expectations (finding),422781006,0.3907,This person has incongruent personal expectations (finding).,NEUTRAL,0.1442,0.8014,0.0543,KEEP
66,Is this approach helpful for people like me?,Conflicting attitude towards exercise (finding),704342006,0.3754,This person has conflicting attitude towards exercise (finding).,NEUTRAL,0.0168,0.9397,0.0435,KEEP
66,Is this approach helpful for people like me?,Conflicting attitude towards dietary regime (finding),704343001,0.343,This person has conflicting attitude towards dietary regime (finding).,NEUTRAL,0.0007,0.9954,0.0039,KEEP
66,Is this approach helpful for people like me?,Difficulty in thinking independently (finding),285257002,0.3327,This person has difficulty in thinking independently (finding).,NEUTRAL,0.0034,0.9915,0.0051,KEEP
66,Is this approach helpful for people like me?,Conflicting attitude towards treatment (finding),704340003,0.3306,This person has conflicting attitude towards treatment (finding).,NEUTRAL,0.3551,0.5807,0.0643,KEEP
67,How does therapy work?,Knowledge level of traditional therapy (observable entity),704490000,0.5495,This person has knowledge level of traditional therapy (observable entity).,NEUTRAL,0.2332,0.7545,0.0123,KEEP
67,How does therapy work?,Deficient knowledge of traditional therapy (finding),704491001,0.5366,This person has deficient knowledge of traditional therapy (finding).,NEUTRAL,0.0018,0.9946,0.0037,KEEP
67,How does therapy work?,Emotional adjustment (observable entity),225004003,0.4275,This person has emotional adjustment (observable entity).,ENTAILMENT,0.9078,0.0859,0.0062,KEEP
67,How does therapy work?,Deficient knowledge of physical therapy (finding),704402002,0.4262,This person has deficient knowledge of physical therapy (finding).,NEUTRAL,0.0009,0.9922,0.0069,KEEP
67,How does therapy work?,Anxiety about treatment (finding),225635005,0.4249,This person has anxiety about treatment (finding).,NEUTRAL,0.0007,0.9952,0.004,KEEP
68,I’ve never been in therapy before. What do we talk about here?,Anxiety about treatment (finding),225635005,0.453,This person has anxiety about treatment (finding).,NEUTRAL,0.0009,0.9971,0.002,KEEP
68,I’ve never been in therapy before. What do we talk about here?,Deficient knowledge of traditional therapy (finding),704491001,0.4398,This person has deficient knowledge of traditional therapy (finding).,NEUTRAL,0.0038,0.9954,0.0008,KEEP
68,I’ve never been in therapy before. What do we talk about here?,Knowledge level of traditional therapy (observable entity),704490000,0.4396,This person has knowledge level of traditional therapy (observable entity).,CONTRADICTION,0.3447,0.1994,0.4559,DROP
68,I’ve never been in therapy before. What do we talk about here?,Preoccupied with emotional problems (finding),225001006,0.4201,This person has preoccupied with emotional problems (finding).,NEUTRAL,0.0275,0.9673,0.0053,KEEP
68,I’ve never been in therapy before. What do we talk about here?,Mental distress (finding),271596009,0.4053,This person has mental distress (finding).,NEUTRAL,0.2737,0.7231,0.0032,KEEP
69,I’ve never been in therapy before. Do we just talk about my past or upbringing?,Enduring personality change after psychiatric illness (finding),192498004,0.3995,This person has enduring personality change after psychiatric illness (finding).,NEUTRAL,0.0037,0.9923,0.0041,KEEP
69,I’ve never been in therapy before. Do we just talk about my past or upbringing?,Knowledge level of traditional therapy (observable entity),704490000,0.3906,This person has knowledge level of traditional therapy (observable entity).,ENTAILMENT,0.5635,0.1317,0.3049,KEEP
69,I’ve never been in therapy before. Do we just talk about my past or upbringing?,Deficient knowledge of traditional therapy (finding),704491001,0.3828,This person has deficient knowledge of traditional therapy (finding).,NEUTRAL,0.0031,0.9941,0.0028,KEEP
69,I’ve never been in therapy before. Do we just talk about my past or upbringing?,Anxiety about treatment (finding),225635005,0.3808,This person has anxiety about treatment (finding).,NEUTRAL,0.0016,0.9963,0.0021,KEEP
69,I’ve never been in therapy before. Do we just talk about my past or upbringing?,Enduring personality change after catastrophic experience (finding),268729004,0.376,This person has enduring personality change after catastrophic experience (finding).,NEUTRAL,0.0011,0.9935,0.0053,KEEP
70,I’m not sure I understand how talking about my feelings will help.,Unable to understand own emotions (finding),285845002,0.4824,This person has unable to understand own emotions (finding).,NEUTRAL,0.4205,0.5344,0.0451,KEEP
70,I’m not sure I understand how talking about my feelings will help.,Difficulty understanding own emotions (finding),286569004,0.4775,This person has difficulty understanding own emotions (finding).,ENTAILMENT,0.9785,0.0212,0.0003,KEEP
70,I’m not sure I understand how talking about my feelings will help.,Does not understand own emotions (finding),224999007,0.4566,This person has does not understand own emotions (finding).,ENTAILMENT,0.9643,0.0339,0.0018,KEEP
70,I’m not sure I understand how talking about my feelings will help.,Able to understand own emotions (finding),285844003,0.4436,This person has able to understand own emotions (finding).,CONTRADICTION,0.0035,0.0158,0.9807,DROP
70,I’m not sure I understand how talking about my feelings will help.,Ability to understand own emotions (observable entity),225000007,0.4393,This person has ability to understand own emotions (observable entity).,NEUTRAL,0.2258,0.4832,0.291,DROP
71,"I have a hard time with organization, so I’m worried about doing all of the homework correctly.",Character trait finding of personal organization (finding),286758004,0.4209,This person has character trait finding of personal organization (finding).,NEUTRAL,0.3735,0.5537,0.0728,KEEP
71,"I have a hard time with organization, so I’m worried about doing all of the homework correctly.",Tends to be preoccupied with order (finding),286816006,0.405,This person has tends to be preoccupied with order (finding).,ENTAILMENT,0.9898,0.007,0.0032,KEEP
71,"I have a hard time with organization, so I’m worried about doing all of the homework correctly.",Tends to be disorganized (finding),286817002,0.4037,This person has tends to be disorganized (finding).,ENTAILMENT,0.9902,0.009,0.0008,KEEP
71,"I have a hard time with organization, so I’m worried about doing all of the homework correctly.",Developing organized infant behavior (finding),129881001,0.3735,This person has developing organized infant behavior (finding).,CONTRADICTION,0.0009,0.0034,0.9957,DROP
71,"I have a hard time with organization, so I’m worried about doing all of the homework correctly.",Verbalizes prescribed activity plan (finding),417938007,0.3624,This person has verbalizes prescribed activity plan (finding).,ENTAILMENT,0.7351,0.1292,0.1357,KEEP
72,I’m not sure this is the right thing for me.,Feeling nervous (finding),424196004,0.2766,This person has feeling nervous (finding).,NEUTRAL,0.0107,0.9891,0.0002,KEEP
72,I’m not sure this is the right thing for me.,Planning suicide (finding),247650009,0.2746,This person has planning suicide (finding).,NEUTRAL,0.0011,0.9828,0.0161,KEEP
72,I’m not sure this is the right thing for me.,Difficulty making decisions (finding),247585004,0.2714,This person has difficulty making decisions (finding).,NEUTRAL,0.4133,0.5865,0.0003,KEEP
72,I’m not sure this is the right thing for me.,Feeling mixed emotions (finding),16320008,0.2568,This person has feeling mixed emotions (finding).,NEUTRAL,0.0696,0.9301,0.0003,KEEP
72,I’m not sure this is the right thing for me.,Difficulty making considered choices (finding),304689009,0.2476,This person has difficulty making considered choices (finding).,NEUTRAL,0.1062,0.8936,0.0002,KEEP
73,"The things that you’re saying make sense. I can see how this way of working would be helpful to other people, but I’m not sure it is a good fit for me.",Personal motivation (finding),31614008,0.3915,This person has personal motivation (finding).,NEUTRAL,0.048,0.9409,0.0111,KEEP
73,"The things that you’re saying make sense. I can see how this way of working would be helpful to other people, but I’m not sure it is a good fit for me.",Ready for enhanced self-concept (finding),426282002,0.3841,This person has ready for enhanced self-concept (finding).,NEUTRAL,0.2689,0.6811,0.05,KEEP
73,"The things that you’re saying make sense. I can see how this way of working would be helpful to other people, but I’m not sure it is a good fit for me.",Conflicting attitude towards care (finding),704344007,0.3768,This person has conflicting attitude towards care (finding).,ENTAILMENT,0.6908,0.3028,0.0064,KEEP
73,"The things that you’re saying make sense. I can see how this way of working would be helpful to other people, but I’m not sure it is a good fit for me.",Incongruent personal expectations (finding),422781006,0.3766,This person has incongruent personal expectations (finding).,ENTAILMENT,0.7584,0.2295,0.0121,KEEP
73,"The things that you’re saying make sense. I can see how this way of working would be helpful to other people, but I’m not sure it is a good fit for me.",Motivation finding (finding),106121005,0.3515,This person has motivation finding (finding).,NEUTRAL,0.0117,0.9769,0.0114,KEEP
74,"I’ve had bad experiences in therapy before, and I’m unsure if it’s really helpful. How is this going to be different?",Anxiety about treatment (finding),225635005,0.4607,This person has anxiety about treatment (finding).,NEUTRAL,0.0016,0.9978,0.0006,KEEP
74,"I’ve had bad experiences in therapy before, and I’m unsure if it’s really helpful. How is this going to be different?",Fear of not coping with treatment (finding),225631001,0.4327,This person has fear of not coping with treatment (finding).,NEUTRAL,0.0036,0.995,0.0013,KEEP
74,"I’ve had bad experiences in therapy before, and I’m unsure if it’s really helpful. How is this going to be different?",Enduring personality change after catastrophic experience (finding),268729004,0.4263,This person has enduring personality change after catastrophic experience (finding).,NEUTRAL,0.0014,0.9792,0.0194,KEEP
74,"I’ve had bad experiences in therapy before, and I’m unsure if it’s really helpful. How is this going to be different?",Enduring personality change after psychiatric illness (finding),192498004,0.408,This person has enduring personality change after psychiatric illness (finding).,NEUTRAL,0.0014,0.9911,0.0076,KEEP
74,"I’ve had bad experiences in therapy before, and I’m unsure if it’s really helpful. How is this going to be different?",Deficient knowledge of traditional therapy (finding),704491001,0.404,This person has deficient knowledge of traditional therapy (finding).,NEUTRAL,0.0019,0.9963,0.0019,KEEP
75,How long will it take for this to work? I don’t have a lot of time or money.,Able to reproduce geometric figure at five minutes (finding),285209008,0.2264,This person has able to reproduce geometric figure at five minutes (finding).,CONTRADICTION,0.0003,0.0084,0.9913,DROP
75,How long will it take for this to work? I don’t have a lot of time or money.,Time seems to go very slowly (finding),247724001,0.2155,This person has time seems to go very slowly (finding).,NEUTRAL,0.0019,0.9951,0.0029,KEEP
75,How long will it take for this to work? I don’t have a lot of time or money.,Ready for enhanced management of therapeutic regimen (finding),427362008,0.206,This person has ready for enhanced management of therapeutic regimen (finding).,CONTRADICTION,0.0005,0.1304,0.8691,DROP
75,How long will it take for this to work? I don’t have a lot of time or money.,Able to recall five digit number at five minutes (finding),285211004,0.2018,This person has able to recall five digit number at five minutes (finding).,NEUTRAL,0.0261,0.5223,0.4516,KEEP
75,How long will it take for this to work? I don’t have a lot of time or money.,Poor daily routine (finding),225789002,0.2005,This person has poor daily routine (finding).,NEUTRAL,0.0008,0.996,0.0032,KEEP
76,I’ve had bad experiences in therapy before. My last therapist tried to make me talk about and visualize my past traumas. I ended up in the hospital! How can I know that I can trust you?,Reliving traumatic memories (finding),285216009,0.4062,This person has reliving traumatic memories (finding).,NEUTRAL,0.0097,0.9856,0.0047,KEEP
76,I’ve had bad experiences in therapy before. My last therapist tried to make me talk about and visualize my past traumas. I ended up in the hospital! How can I know that I can trust you?,Anxiety about treatment (finding),225635005,0.3959,This person has anxiety about treatment (finding).,NEUTRAL,0.0008,0.9984,0.0009,KEEP
76,I’ve had bad experiences in therapy before. My last therapist tried to make me talk about and visualize my past traumas. I ended up in the hospital! How can I know that I can trust you?,Knowledge level of traditional therapy (observable entity),704490000,0.3893,This person has knowledge level of traditional therapy (observable entity).,NEUTRAL,0.4202,0.5553,0.0244,KEEP
76,I’ve had bad experiences in therapy before. My last therapist tried to make me talk about and visualize my past traumas. I ended up in the hospital! How can I know that I can trust you?,Emotionally stable (finding),708891002,0.3707,This person has emotionally stable (finding).,CONTRADICTION,0.0001,0.0045,0.9954,DROP
76,I’ve had bad experiences in therapy before. My last therapist tried to make me talk about and visualize my past traumas. I ended up in the hospital! How can I know that I can trust you?,Enduring personality change after catastrophic experience (finding),268729004,0.3619,This person has enduring personality change after catastrophic experience (finding).,NEUTRAL,0.0003,0.9968,0.0029,KEEP
77,"I was abused when I was a child, and recently I can’t stop thinking about it. My boyfriend tries to help me be positive, but I can’t stop feeling depressed. Sometimes I think it would be easier for everyone if I was dead.",Thoughts of self harm (finding),102911000,0.4828,This person has thoughts of self harm (finding).,NEUTRAL,0.0273,0.9557,0.0171,KEEP
77,"I was abused when I was a child, and recently I can’t stop thinking about it. My boyfriend tries to help me be positive, but I can’t stop feeling depressed. Sometimes I think it would be easier for everyone if I was dead.",Chronic sorrow following life event (finding),130966005,0.4716,This person has chronic sorrow following life event (finding).,NEUTRAL,0.0123,0.9861,0.0016,KEEP
77,"I was abused when I was a child, and recently I can’t stop thinking about it. My boyfriend tries to help me be positive, but I can’t stop feeling depressed. Sometimes I think it would be easier for everyone if I was dead.",Victim of abusive sexual relationship (finding),417876002,0.452,This person has victim of abusive sexual relationship (finding).,NEUTRAL,0.0021,0.9944,0.0035,KEEP
77,"I was abused when I was a child, and recently I can’t stop thinking about it. My boyfriend tries to help me be positive, but I can’t stop feeling depressed. Sometimes I think it would be easier for everyone if I was dead.",Victim of mental abuse (finding),95924005,0.4496,This person has victim of mental abuse (finding).,NEUTRAL,0.0155,0.9721,0.0124,KEEP
77,"I was abused when I was a child, and recently I can’t stop thinking about it. My boyfriend tries to help me be positive, but I can’t stop feeling depressed. Sometimes I think it would be easier for everyone if I was dead.",Thoughts of deliberate self harm (finding),401229000,0.4468,This person has thoughts of deliberate self harm (finding).,NEUTRAL,0.0061,0.9835,0.0104,KEEP
78,"My doctor said I have to come see you about my “anger problem.” Sometimes when I get really angry, I lose control and hit people. I just get so angry when people say stupid things! Are you sure that you will be able to help me with this?",Unable to control anger (finding),225005002,0.5712,This person has unable to control anger (finding).,NEUTRAL,0.1394,0.7702,0.0905,KEEP
78,"My doctor said I have to come see you about my “anger problem.” Sometimes when I get really angry, I lose control and hit people. I just get so angry when people say stupid things! Are you sure that you will be able to help me with this?",Difficulty controlling anger (finding),285849008,0.5582,This person has difficulty controlling anger (finding).,ENTAILMENT,0.5456,0.449,0.0054,KEEP
78,"My doctor said I have to come see you about my “anger problem.” Sometimes when I get really angry, I lose control and hit people. I just get so angry when people say stupid things! Are you sure that you will be able to help me with this?",Able to control anger (finding),285848000,0.4906,This person has able to control anger (finding).,CONTRADICTION,0.0019,0.0128,0.9853,DROP
78,"My doctor said I have to come see you about my “anger problem.” Sometimes when I get really angry, I lose control and hit people. I just get so angry when people say stupid things! Are you sure that you will be able to help me with this?",Becomes angry very easily (finding),225006001,0.4656,This person has becomes angry very easily (finding).,NEUTRAL,0.0193,0.9704,0.0103,KEEP
78,"My doctor said I have to come see you about my “anger problem.” Sometimes when I get really angry, I lose control and hit people. I just get so angry when people say stupid things! Are you sure that you will be able to help me with this?",Ability to control anger (observable entity),225007005,0.4397,This person has ability to control anger (observable entity).,ENTAILMENT,0.9563,0.0406,0.0032,KEEP
79,"I really need to know why I am the way I am now. I think understanding my past and childhood is really important, but it sounds like this approach doesn’t get into any of that?",Non-organic enduring personality change (finding),192496000,0.4434,This person has non-organic enduring personality change (finding).,NEUTRAL,0.0332,0.9465,0.0202,KEEP
79,"I really need to know why I am the way I am now. I think understanding my past and childhood is really important, but it sounds like this approach doesn’t get into any of that?",Enduring personality change after catastrophic experience (finding),268729004,0.436,This person has enduring personality change after catastrophic experience (finding).,NEUTRAL,0.0006,0.9514,0.048,KEEP
79,"I really need to know why I am the way I am now. I think understanding my past and childhood is really important, but it sounds like this approach doesn’t get into any of that?",Ready for enhanced self-concept (finding),426282002,0.4276,This person has ready for enhanced self-concept (finding).,CONTRADICTION,0.0015,0.0109,0.9876,DROP
79,"I really need to know why I am the way I am now. I think understanding my past and childhood is really important, but it sounds like this approach doesn’t get into any of that?",Able to understand own emotions (finding),285844003,0.4275,This person has able to understand own emotions (finding).,NEUTRAL,0.0241,0.6226,0.3533,KEEP
79,"I really need to know why I am the way I am now. I think understanding my past and childhood is really important, but it sounds like this approach doesn’t get into any of that?",Deficient knowledge of behavior change process (finding),704680001,0.4133,This person has deficient knowledge of behavior change process (finding).,NEUTRAL,0.0035,0.9934,0.0031,KEEP
80,I’m not sure what to talk about today.,Ability to talk about problems (observable entity),225847002,0.2833,This person has ability to talk about problems (observable entity).,ENTAILMENT,0.987,0.0125,0.0005,KEEP
80,I’m not sure what to talk about today.,Sociable mood (finding),225455004,0.2561,This person has sociable mood (finding).,CONTRADICTION,0.0169,0.0328,0.9503,DROP
80,I’m not sure what to talk about today.,Talks about the past (finding),225041002,0.2532,This person has talks about the past (finding).,CONTRADICTION,0.002,0.012,0.986,DROP
80,I’m not sure what to talk about today.,Positive thoughts (finding),225661009,0.2471,This person has positive thoughts (finding).,CONTRADICTION,0.0003,0.0066,0.9931,DROP
80,I’m not sure what to talk about today.,Communication skills (observable entity),401049002,0.2428,This person has communication skills (observable entity).,ENTAILMENT,0.9447,0.0532,0.0021,KEEP
81,"So, what’s our agenda for today?",Verbalizes plan for reduction of exercise barriers (finding),418075002,0.2982,This person has verbalizes plan for reduction of exercise barriers (finding).,CONTRADICTION,0.0203,0.1884,0.7913,DROP
81,"So, what’s our agenda for today?",Verbalizes plan to support exercise (finding),418428009,0.2966,This person has verbalizes plan to support exercise (finding).,ENTAILMENT,0.6278,0.1143,0.2578,KEEP
81,"So, what’s our agenda for today?",Plans to kill (finding),285270006,0.2826,This person has plans to kill (finding).,NEUTRAL,0.0009,0.7377,0.2614,KEEP
81,"So, what’s our agenda for today?",Finding relating to displaying ethical principles (finding),225842008,0.2641,This person has finding relating to displaying ethical principles (finding).,NEUTRAL,0.0466,0.7911,0.1623,KEEP
81,"So, what’s our agenda for today?",Verbalizes prescribed activity plan (finding),417938007,0.2622,This person has verbalizes prescribed activity plan (finding).,ENTAILMENT,0.5078,0.0433,0.4489,KEEP
82,I don’t think I’m ready for working on this today.,Feeling nervous (finding),424196004,0.3434,This person has feeling nervous (finding).,NEUTRAL,0.2288,0.7706,0.0007,KEEP
82,I don’t think I’m ready for working on this today.,Feeling tense (finding),263897001,0.3393,This person has feeling tense (finding).,ENTAILMENT,0.848,0.1518,0.0002,KEEP
82,I don’t think I’m ready for working on this today.,Feeling frustrated (finding),224973000,0.3236,This person has feeling frustrated (finding).,NEUTRAL,0.2709,0.7285,0.0006,KEEP
