Turn,User Text,SNOMED Term,Code,Retrieval Score,Hypothesis,NLI Label,Entailment Score,Neutral Score,Contradiction Score,Decision
72,I’m not sure this is the right thing for me.,Feeling nervous (finding),424196004,0.2766,"This person has feeling nervous (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0055,0.993,0.0015,KEEP
72,I’m not sure this is the right thing for me.,Planning suicide (finding),247650009,0.2746,"This person has planning suicide (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0018,0.988,0.0101,KEEP
72,I’m not sure this is the right thing for me.,Difficulty making decisions (finding),247585004,0.2714,"This person has difficulty making decisions (finding), which involves psychological function (observable entity), cognitive functions (observable entity), decision making (observable entity).",NEUTRAL,0.1163,0.8832,0.0005,KEEP
72,I’m not sure this is the right thing for me.,Feeling mixed emotions (finding),16320008,0.2568,"This person has feeling mixed emotions (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0166,0.9826,0.0009,KEEP
72,I’m not sure this is the right thing for me.,Difficulty making considered choices (finding),304689009,0.2476,"This person has difficulty making considered choices (finding), which involves psychological function (observable entity), cognitive functions (observable entity), decision making (observable entity), ability to make considered choices (observable entity).",NEUTRAL,0.4297,0.5694,0.0009,KEEP
73,"The things that you’re saying make sense. I can see how this way of working would be helpful to other people, but I’m not sure it is a good fit for me.",Personal motivation (finding),31614008,0.3915,"This person has personal motivation (finding), which involves psychological function (observable entity), drive (observable entity).",NEUTRAL,0.0067,0.9918,0.0015,KEEP
73,"The things that you’re saying make sense. I can see how this way of working would be helpful to other people, but I’m not sure it is a good fit for me.",Ready for enhanced self-concept (finding),426282002,0.3841,"This person has ready for enhanced self-concept (finding), which involves psychological function (observable entity), readiness (observable entity), characteristic of self-concept (observable entity).",NEUTRAL,0.0419,0.9375,0.0206,KEEP
73,"The things that you’re saying make sense. I can see how this way of working would be helpful to other people, but I’m not sure it is a good fit for me.",Conflicting attitude towards care (finding),704344007,0.3768,"This person has conflicting attitude towards care (finding), which involves psychological function (observable entity), attitude towards care (observable entity).",ENTAILMENT,0.6936,0.3028,0.0036,KEEP
73,"The things that you’re saying make sense. I can see how this way of working would be helpful to other people, but I’m not sure it is a good fit for me.",Incongruent personal expectations (finding),422781006,0.3766,"This person has incongruent personal expectations (finding), which involves psychological function (observable entity).",NEUTRAL,0.0963,0.8978,0.0059,KEEP
73,"The things that you’re saying make sense. I can see how this way of working would be helpful to other people, but I’m not sure it is a good fit for me.",Motivation finding (finding),106121005,0.3515,"This person has motivation finding (finding), which involves psychological function (observable entity), drive (observable entity).",NEUTRAL,0.005,0.9915,0.0034,KEEP
74,"I’ve had bad experiences in therapy before, and I’m unsure if it’s really helpful. How is this going to be different?",Anxiety about treatment (finding),225635005,0.4607,"This person has anxiety about treatment (finding), which involves psychological function (observable entity), emotion (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0045,0.9949,0.0005,KEEP
74,"I’ve had bad experiences in therapy before, and I’m unsure if it’s really helpful. How is this going to be different?",Fear of not coping with treatment (finding),225631001,0.4327,"This person has fear of not coping with treatment (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0024,0.9967,0.0009,KEEP
74,"I’ve had bad experiences in therapy before, and I’m unsure if it’s really helpful. How is this going to be different?",Enduring personality change after catastrophic experience (finding),268729004,0.4263,"This person has enduring personality change after catastrophic experience (finding), which involves psychological function (observable entity).",NEUTRAL,0.0014,0.9884,0.0102,KEEP
74,"I’ve had bad experiences in therapy before, and I’m unsure if it’s really helpful. How is this going to be different?",Enduring personality change after psychiatric illness (finding),192498004,0.408,"This person has enduring personality change after psychiatric illness (finding), which involves psychological function (observable entity).",NEUTRAL,0.0014,0.9924,0.0062,KEEP
74,"I’ve had bad experiences in therapy before, and I’m unsure if it’s really helpful. How is this going to be different?",Deficient knowledge of traditional therapy (finding),704491001,0.404,"This person has deficient knowledge of traditional therapy (finding), which involves psychological function (observable entity), cognitive functions (observable entity), knowledge level of traditional therapy (observable entity).",NEUTRAL,0.0048,0.9925,0.0027,KEEP
75,How long will it take for this to work? I don’t have a lot of time or money.,Able to reproduce geometric figure at five minutes (finding),285209008,0.2264,"This person has able to reproduce geometric figure at five minutes (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to reproduce geometric figure at five minutes (observable entity).",ENTAILMENT,0.9523,0.0443,0.0033,KEEP
75,How long will it take for this to work? I don’t have a lot of time or money.,Time seems to go very slowly (finding),247724001,0.2155,"This person has time seems to go very slowly (finding), which involves psychological function (observable entity).",NEUTRAL,0.0015,0.9947,0.0038,KEEP
75,How long will it take for this to work? I don’t have a lot of time or money.,Ready for enhanced management of therapeutic regimen (finding),427362008,0.206,"This person has ready for enhanced management of therapeutic regimen (finding), which involves psychological function (observable entity), readiness (observable entity), personal health management behavior (observable entity).",CONTRADICTION,0.0079,0.1145,0.8777,DROP
75,How long will it take for this to work? I don’t have a lot of time or money.,Able to recall five digit number at five minutes (finding),285211004,0.2018,"This person has able to recall five digit number at five minutes (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to recall five digit number at five minutes (observable entity).",ENTAILMENT,0.9671,0.0308,0.0022,KEEP
75,How long will it take for this to work? I don’t have a lot of time or money.,Poor daily routine (finding),225789002,0.2005,"This person has poor daily routine (finding), which involves psychological function (observable entity), activity of daily living (observable entity).",NEUTRAL,0.0019,0.9948,0.0033,KEEP
76,I’ve had bad experiences in therapy before. My last therapist tried to make me talk about and visualize my past traumas. I ended up in the hospital! How can I know that I can trust you?,Reliving traumatic memories (finding),285216009,0.4062,"This person has reliving traumatic memories (finding), which involves psychological function (observable entity), cognitive functions (observable entity), memory performance (observable entity), memories (observable entity).",NEUTRAL,0.0027,0.9955,0.0018,KEEP
76,I’ve had bad experiences in therapy before. My last therapist tried to make me talk about and visualize my past traumas. I ended up in the hospital! How can I know that I can trust you?,Anxiety about treatment (finding),225635005,0.3959,"This person has anxiety about treatment (finding), which involves psychological function (observable entity), emotion (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0011,0.9982,0.0008,KEEP
76,I’ve had bad experiences in therapy before. My last therapist tried to make me talk about and visualize my past traumas. I ended up in the hospital! How can I know that I can trust you?,Knowledge level of traditional therapy (observable entity),704490000,0.3893,This person has knowledge level of traditional therapy (observable entity).,NEUTRAL,0.4202,0.5553,0.0244,KEEP
76,I’ve had bad experiences in therapy before. My last therapist tried to make me talk about and visualize my past traumas. I ended up in the hospital! How can I know that I can trust you?,Emotionally stable (finding),708891002,0.3707,"This person has emotionally stable (finding), which involves psychological function (observable entity), emotion (observable entity).",CONTRADICTION,0.0048,0.4882,0.507,DROP
76,I’ve had bad experiences in therapy before. My last therapist tried to make me talk about and visualize my past traumas. I ended up in the hospital! How can I know that I can trust you?,Enduring personality change after catastrophic experience (finding),268729004,0.3619,"This person has enduring personality change after catastrophic experience (finding), which involves psychological function (observable entity).",NEUTRAL,0.0004,0.9973,0.0023,KEEP
77,"I was abused when I was a child, and recently I can’t stop thinking about it. My boyfriend tries to help me be positive, but I can’t stop feeling depressed. Sometimes I think it would be easier for everyone if I was dead.",Thoughts of self harm (finding),102911000,0.4828,"This person has thoughts of self harm (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0081,0.9892,0.0027,KEEP
77,"I was abused when I was a child, and recently I can’t stop thinking about it. My boyfriend tries to help me be positive, but I can’t stop feeling depressed. Sometimes I think it would be easier for everyone if I was dead.",Chronic sorrow following life event (finding),130966005,0.4716,"This person has chronic sorrow following life event (finding), which involves psychological function (observable entity), social / personal history observable (observable entity), emotion (observable entity).",NEUTRAL,0.0024,0.9969,0.0006,KEEP
77,"I was abused when I was a child, and recently I can’t stop thinking about it. My boyfriend tries to help me be positive, but I can’t stop feeling depressed. Sometimes I think it would be easier for everyone if I was dead.",Victim of abusive sexual relationship (finding),417876002,0.452,"This person has victim of abusive sexual relationship (finding), which involves psychological function (observable entity), sexual relationship details (observable entity), functional observable (observable entity).",NEUTRAL,0.0075,0.9874,0.0051,KEEP
77,"I was abused when I was a child, and recently I can’t stop thinking about it. My boyfriend tries to help me be positive, but I can’t stop feeling depressed. Sometimes I think it would be easier for everyone if I was dead.",Victim of mental abuse (finding),95924005,0.4496,"This person has victim of mental abuse (finding), which involves psychological function (observable entity), behavior observable (observable entity).",NEUTRAL,0.0047,0.9914,0.0039,KEEP
77,"I was abused when I was a child, and recently I can’t stop thinking about it. My boyfriend tries to help me be positive, but I can’t stop feeling depressed. Sometimes I think it would be easier for everyone if I was dead.",Thoughts of deliberate self harm (finding),401229000,0.4468,"This person has thoughts of deliberate self harm (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0037,0.9923,0.004,KEEP
78,"My doctor said I have to come see you about my “anger problem.” Sometimes when I get really angry, I lose control and hit people. I just get so angry when people say stupid things! Are you sure that you will be able to help me with this?",Unable to control anger (finding),225005002,0.5712,"This person has unable to control anger (finding), which involves psychological function (observable entity), emotion (observable entity), ability to control anger (observable entity).",CONTRADICTION,0.0156,0.1243,0.86,DROP
78,"My doctor said I have to come see you about my “anger problem.” Sometimes when I get really angry, I lose control and hit people. I just get so angry when people say stupid things! Are you sure that you will be able to help me with this?",Difficulty controlling anger (finding),285849008,0.5582,"This person has difficulty controlling anger (finding), which involves psychological function (observable entity), emotion (observable entity), ability to control anger (observable entity).",NEUTRAL,0.0591,0.9401,0.0008,KEEP
78,"My doctor said I have to come see you about my “anger problem.” Sometimes when I get really angry, I lose control and hit people. I just get so angry when people say stupid things! Are you sure that you will be able to help me with this?",Able to control anger (finding),285848000,0.4906,"This person has able to control anger (finding), which involves psychological function (observable entity), emotion (observable entity), ability to control anger (observable entity).",NEUTRAL,0.0338,0.9494,0.0168,KEEP
78,"My doctor said I have to come see you about my “anger problem.” Sometimes when I get really angry, I lose control and hit people. I just get so angry when people say stupid things! Are you sure that you will be able to help me with this?",Becomes angry very easily (finding),225006001,0.4656,"This person has becomes angry very easily (finding), which involves psychological function (observable entity), emotion (observable entity), stability of mood (observable entity), ability to control anger (observable entity).",NEUTRAL,0.0097,0.9864,0.0039,KEEP
78,"My doctor said I have to come see you about my “anger problem.” Sometimes when I get really angry, I lose control and hit people. I just get so angry when people say stupid things! Are you sure that you will be able to help me with this?",Ability to control anger (observable entity),225007005,0.4397,This person has ability to control anger (observable entity).,ENTAILMENT,0.9563,0.0406,0.0032,KEEP
79,"I really need to know why I am the way I am now. I think understanding my past and childhood is really important, but it sounds like this approach doesn’t get into any of that?",Non-organic enduring personality change (finding),192496000,0.4434,"This person has non-organic enduring personality change (finding), which involves psychological function (observable entity).",NEUTRAL,0.0032,0.9941,0.0026,KEEP
79,"I really need to know why I am the way I am now. I think understanding my past and childhood is really important, but it sounds like this approach doesn’t get into any of that?",Enduring personality change after catastrophic experience (finding),268729004,0.436,"This person has enduring personality change after catastrophic experience (finding), which involves psychological function (observable entity).",NEUTRAL,0.0012,0.9116,0.0872,KEEP
79,"I really need to know why I am the way I am now. I think understanding my past and childhood is really important, but it sounds like this approach doesn’t get into any of that?",Ready for enhanced self-concept (finding),426282002,0.4276,"This person has ready for enhanced self-concept (finding), which involves psychological function (observable entity), readiness (observable entity), characteristic of self-concept (observable entity).",NEUTRAL,0.0045,0.9254,0.0702,KEEP
79,"I really need to know why I am the way I am now. I think understanding my past and childhood is really important, but it sounds like this approach doesn’t get into any of that?",Able to understand own emotions (finding),285844003,0.4275,"This person has able to understand own emotions (finding), which involves psychological function (observable entity), emotion (observable entity), ability to understand own emotions (observable entity).",NEUTRAL,0.0109,0.9678,0.0213,KEEP
79,"I really need to know why I am the way I am now. I think understanding my past and childhood is really important, but it sounds like this approach doesn’t get into any of that?",Deficient knowledge of behavior change process (finding),704680001,0.4133,"This person has deficient knowledge of behavior change process (finding), which involves psychological function (observable entity), cognitive functions (observable entity), knowledge level of behavior change process (observable entity).",NEUTRAL,0.0015,0.9952,0.0033,KEEP
80,I’m not sure what to talk about today.,Ability to talk about problems (observable entity),225847002,0.2833,This person has ability to talk about problems (observable entity).,ENTAILMENT,0.987,0.0125,0.0005,KEEP
80,I’m not sure what to talk about today.,Sociable mood (finding),225455004,0.2561,"This person has sociable mood (finding), which involves psychological function (observable entity), emotion (observable entity), level of mood (observable entity).",NEUTRAL,0.0421,0.8089,0.149,KEEP
80,I’m not sure what to talk about today.,Talks about the past (finding),225041002,0.2532,"This person has talks about the past (finding), which involves psychological function (observable entity), cognitive functions (observable entity), memory performance (observable entity).",CONTRADICTION,0.0009,0.0037,0.9954,DROP
80,I’m not sure what to talk about today.,Positive thoughts (finding),225661009,0.2471,"This person has positive thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",CONTRADICTION,0.0043,0.2123,0.7835,DROP
80,I’m not sure what to talk about today.,Communication skills (observable entity),401049002,0.2428,This person has communication skills (observable entity).,ENTAILMENT,0.9447,0.0532,0.0021,KEEP
81,"So, what’s our agenda for today?",Verbalizes plan for reduction of exercise barriers (finding),418075002,0.2982,"This person has verbalizes plan for reduction of exercise barriers (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to verbalize understanding (observable entity).",CONTRADICTION,0.0044,0.0167,0.979,DROP
81,"So, what’s our agenda for today?",Verbalizes plan to support exercise (finding),418428009,0.2966,"This person has verbalizes plan to support exercise (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to verbalize understanding (observable entity).",CONTRADICTION,0.207,0.2657,0.5273,DROP
81,"So, what’s our agenda for today?",Plans to kill (finding),285270006,0.2826,"This person has plans to kill (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0009,0.9442,0.0549,KEEP
81,"So, what’s our agenda for today?",Finding relating to displaying ethical principles (finding),225842008,0.2641,"This person has finding relating to displaying ethical principles (finding), which involves psychological function (observable entity).",NEUTRAL,0.0948,0.5826,0.3226,KEEP
81,"So, what’s our agenda for today?",Verbalizes prescribed activity plan (finding),417938007,0.2622,"This person has verbalizes prescribed activity plan (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to verbalize understanding (observable entity).",CONTRADICTION,0.0183,0.0423,0.9394,DROP
82,I don’t think I’m ready for working on this today.,Feeling nervous (finding),424196004,0.3434,"This person has feeling nervous (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0141,0.9831,0.0028,KEEP
82,I don’t think I’m ready for working on this today.,Feeling tense (finding),263897001,0.3393,"This person has feeling tense (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0446,0.9486,0.0067,KEEP
82,I don’t think I’m ready for working on this today.,Feeling frustrated (finding),224973000,0.3236,"This person has feeling frustrated (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0481,0.9516,0.0003,KEEP
82,I don’t think I’m ready for working on this today.,Difficulty making plans (finding),247584000,0.323,"This person has difficulty making plans (finding), which involves psychological function (observable entity), cognitive functions (observable entity), decision making (observable entity), ability to plan (observable entity).",NEUTRAL,0.1225,0.8768,0.0007,KEEP
82,I don’t think I’m ready for working on this today.,Feeling angry (finding),75408008,0.3055,"This person has feeling angry (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0049,0.9929,0.0022,KEEP
83,Sorry I’m so late. I had the wrong time in my calendar.,Unable to tell the time (finding),285629002,0.3412,"This person has unable to tell the time (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to tell the time (observable entity).",NEUTRAL,0.0737,0.8222,0.1041,KEEP
83,Sorry I’m so late. I had the wrong time in my calendar.,Difficulty telling the time (finding),285628005,0.3361,"This person has difficulty telling the time (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to tell the time (observable entity).",NEUTRAL,0.0411,0.9565,0.0024,KEEP
83,Sorry I’m so late. I had the wrong time in my calendar.,Able to tell the time (finding),285630007,0.3318,"This person has able to tell the time (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to tell the time (observable entity).",NEUTRAL,0.1727,0.8045,0.0228,KEEP
83,Sorry I’m so late. I had the wrong time in my calendar.,Time agnosia (finding),86819001,0.3068,"This person has time agnosia (finding), which involves psychological function (observable entity).",NEUTRAL,0.0385,0.937,0.0246,KEEP
83,Sorry I’m so late. I had the wrong time in my calendar.,Incongruent personal schedules (finding),422717002,0.2918,"This person has incongruent personal schedules (finding), which involves psychological function (observable entity).",NEUTRAL,0.0769,0.921,0.0022,KEEP
84,"I’m not sure about an agenda. With my other therapist, I just kind of talked about whatever was on my mind.",Verbalizes prescribed activity plan (finding),417938007,0.3565,"This person has verbalizes prescribed activity plan (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to verbalize understanding (observable entity).",CONTRADICTION,0.0015,0.0023,0.9962,DROP
84,"I’m not sure about an agenda. With my other therapist, I just kind of talked about whatever was on my mind.",Verbalizes plan for reduction of medication compliance barriers (finding),419128007,0.3539,"This person has verbalizes plan for reduction of medication compliance barriers (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to verbalize: reduction of medication compliance barriers plan (observable entity).",NEUTRAL,0.1443,0.7616,0.0941,KEEP
84,"I’m not sure about an agenda. With my other therapist, I just kind of talked about whatever was on my mind.",Verbalizes plan to support exercise (finding),418428009,0.3401,"This person has verbalizes plan to support exercise (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to verbalize understanding (observable entity).",CONTRADICTION,0.0166,0.0329,0.9505,DROP
84,"I’m not sure about an agenda. With my other therapist, I just kind of talked about whatever was on my mind.",Ability to verbalize: reduction of medication compliance barriers plan (observable entity),419970001,0.3333,This person has ability to verbalize: reduction of medication compliance barriers plan (observable entity).,ENTAILMENT,0.9629,0.0309,0.0062,KEEP
84,"I’m not sure about an agenda. With my other therapist, I just kind of talked about whatever was on my mind.",Verbalizes plan for reduction of exercise barriers (finding),418075002,0.331,"This person has verbalizes plan for reduction of exercise barriers (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to verbalize understanding (observable entity).",CONTRADICTION,0.0016,0.0054,0.9931,DROP
85,"You’re the expert, so just tell me what to do today",Regular daily routine (finding),225788005,0.2693,"This person has regular daily routine (finding), which involves psychological function (observable entity), activity of daily living (observable entity).",CONTRADICTION,0.0037,0.3066,0.6897,DROP
85,"You’re the expert, so just tell me what to do today",Able to remember today's date (finding),285205002,0.25,"This person has able to remember today's date (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to remember today's date (observable entity).",NEUTRAL,0.3371,0.6468,0.0161,KEEP
85,"You’re the expert, so just tell me what to do today",Demonstrates knowledge of who to contact in medical emergency (finding),708571001,0.2416,"This person has demonstrates knowledge of who to contact in medical emergency (finding), which involves psychological function (observable entity), cognitive functions (observable entity), knowledge level (observable entity).",NEUTRAL,0.01,0.9879,0.0021,KEEP
85,"You’re the expert, so just tell me what to do today",Use of day finding (finding),225787000,0.2227,"This person has use of day finding (finding), which involves psychological function (observable entity), activity of daily living (observable entity).",NEUTRAL,0.3131,0.6636,0.0233,KEEP
85,"You’re the expert, so just tell me what to do today",Activity of daily living (observable entity),129025006,0.2222,This person has activity of daily living (observable entity).,ENTAILMENT,0.9827,0.0146,0.0027,KEEP
86,"I know that the plan was to talk about exposure today, but something’s come up that I’d like to talk about first.",Communication skills (observable entity),401049002,0.3133,This person has communication skills (observable entity).,NEUTRAL,0.4512,0.5345,0.0144,KEEP
86,"I know that the plan was to talk about exposure today, but something’s come up that I’d like to talk about first.",Social interaction alteration (finding),129875009,0.2661,"This person has social interaction alteration (finding), which involves psychological function (observable entity), ability to interact with others (observable entity).",NEUTRAL,0.0142,0.9746,0.0112,KEEP
86,"I know that the plan was to talk about exposure today, but something’s come up that I’d like to talk about first.",Fear of public speaking (finding),247835002,0.2658,"This person has fear of public speaking (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0057,0.9571,0.0372,KEEP
86,"I know that the plan was to talk about exposure today, but something’s come up that I’d like to talk about first.",Socialization alteration (finding),129872007,0.2595,"This person has socialization alteration (finding), which involves psychological function (observable entity), ability to interact with others (observable entity).",NEUTRAL,0.0074,0.9872,0.0054,KEEP
86,"I know that the plan was to talk about exposure today, but something’s come up that I’d like to talk about first.",Verbalizes activity tolerance (finding),419849006,0.2526,"This person has verbalizes activity tolerance (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to verbalize understanding (observable entity).",NEUTRAL,0.1316,0.7201,0.1483,KEEP
87,My partner wants us to talk about something today.,Ability to talk about problems (observable entity),225847002,0.351,This person has ability to talk about problems (observable entity).,ENTAILMENT,0.9773,0.0225,0.0002,KEEP
87,My partner wants us to talk about something today.,Communication skills (observable entity),401049002,0.3454,This person has communication skills (observable entity).,ENTAILMENT,0.9915,0.0083,0.0002,KEEP
87,My partner wants us to talk about something today.,Talks about the past (finding),225041002,0.3359,"This person has talks about the past (finding), which involves psychological function (observable entity), cognitive functions (observable entity), memory performance (observable entity).",CONTRADICTION,0.0012,0.0118,0.987,DROP
87,My partner wants us to talk about something today.,Sociable mood (finding),225455004,0.3229,"This person has sociable mood (finding), which involves psychological function (observable entity), emotion (observable entity), level of mood (observable entity).",NEUTRAL,0.0535,0.929,0.0176,KEEP
87,My partner wants us to talk about something today.,Sexual relationship details (observable entity),228465009,0.3215,This person has sexual relationship details (observable entity).,NEUTRAL,0.0453,0.9479,0.0068,KEEP
88,I’m not sure this is the best use of my time today.,Time seems to go very slowly (finding),247724001,0.2766,"This person has time seems to go very slowly (finding), which involves psychological function (observable entity).",NEUTRAL,0.0035,0.9949,0.0016,KEEP
88,I’m not sure this is the best use of my time today.,Able to tell the time (finding),285630007,0.2668,"This person has able to tell the time (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to tell the time (observable entity).",ENTAILMENT,0.5721,0.3643,0.0636,KEEP
88,I’m not sure this is the best use of my time today.,Boredom (finding),83765003,0.2619,"This person has boredom (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0058,0.9783,0.0159,KEEP
88,I’m not sure this is the best use of my time today.,Feeling angry (finding),75408008,0.2602,"This person has feeling angry (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0033,0.9926,0.004,KEEP
88,I’m not sure this is the best use of my time today.,Time agnosia (finding),86819001,0.2595,"This person has time agnosia (finding), which involves psychological function (observable entity).",NEUTRAL,0.1246,0.7493,0.1262,KEEP
89,Wow. You won’t believe what happened this week. It’s a really long story . . .,Sudden bereavement due to life event (finding),225615009,0.2587,"This person has sudden bereavement due to life event (finding), which involves psychological function (observable entity), social / personal history observable (observable entity), emotion (observable entity).",NEUTRAL,0.0002,0.9979,0.0019,KEEP
89,Wow. You won’t believe what happened this week. It’s a really long story . . .,Unexpected bereavement due to life event (finding),225614008,0.257,"This person has unexpected bereavement due to life event (finding), which involves psychological function (observable entity), social / personal history observable (observable entity), emotion (observable entity).",NEUTRAL,0.0003,0.9983,0.0014,KEEP
89,Wow. You won’t believe what happened this week. It’s a really long story . . .,Amnesia for recent events (finding),42176003,0.245,"This person has amnesia for recent events (finding), which involves psychological function (observable entity), cognitive functions (observable entity), memory performance (observable entity).",NEUTRAL,0.0015,0.5995,0.3991,KEEP
89,Wow. You won’t believe what happened this week. It’s a really long story . . .,Delusion of catastrophe (finding),247684008,0.2421,"This person has delusion of catastrophe (finding), which involves psychological function (observable entity), cognitive functions (observable entity), inaccurate judgement (observable entity).",NEUTRAL,0.0085,0.9853,0.0062,KEEP
89,Wow. You won’t believe what happened this week. It’s a really long story . . .,Personal relationship breakdown (finding),105414008,0.2402,"This person has personal relationship breakdown (finding), which involves psychological function (observable entity).",NEUTRAL,0.0004,0.9986,0.001,KEEP
90,"This week has been terrible, and I don’t feel like talking today.",Complaining of feeling depressed (finding),272022009,0.3296,"This person has complaining of feeling depressed (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.1185,0.8763,0.0052,KEEP
90,"This week has been terrible, and I don’t feel like talking today.",Feeling despair (finding),17029006,0.312,"This person has feeling despair (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0875,0.9091,0.0033,KEEP
90,"This week has been terrible, and I don’t feel like talking today.",Feeling a failure (finding),225010003,0.3084,"This person has feeling a failure (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.075,0.9167,0.0083,KEEP
90,"This week has been terrible, and I don’t feel like talking today.",Extremely emotionally deprived (finding),284487002,0.2981,"This person has extremely emotionally deprived (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0016,0.9974,0.001,KEEP
90,"This week has been terrible, and I don’t feel like talking today.",Unable to remember day of the week (finding),285191007,0.2976,"This person has unable to remember day of the week (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to remember day of the week (observable entity).",CONTRADICTION,0.0066,0.0277,0.9657,DROP
91,"I think our sessions have been very helpful. However, my depression is getting worse. On my drive to this session today. I pictured myself driving off a bridge. It honestly felt like a relief to imagine not having to work so hard to feel better anymore.",Ready for enhanced spiritual well-being (finding),426533003,0.4253,"This person has ready for enhanced spiritual well-being (finding), which involves psychological function (observable entity), readiness (observable entity), spiritual health of patient (observable entity).",CONTRADICTION,0.0029,0.0306,0.9666,DROP
91,"I think our sessions have been very helpful. However, my depression is getting worse. On my drive to this session today. I pictured myself driving off a bridge. It honestly felt like a relief to imagine not having to work so hard to feel better anymore.",Anxiety about treatment (finding),225635005,0.4076,"This person has anxiety about treatment (finding), which involves psychological function (observable entity), emotion (observable entity), cognitive functions (observable entity).",CONTRADICTION,0.0123,0.4796,0.508,DROP
91,"I think our sessions have been very helpful. However, my depression is getting worse. On my drive to this session today. I pictured myself driving off a bridge. It honestly felt like a relief to imagine not having to work so hard to feel better anymore.",Ready for enhanced individual coping (finding),425726009,0.3697,"This person has ready for enhanced individual coping (finding), which involves psychological function (observable entity), ability to cope (observable entity), readiness (observable entity).",CONTRADICTION,0.0055,0.0606,0.9338,DROP
91,"I think our sessions have been very helpful. However, my depression is getting worse. On my drive to this session today. I pictured myself driving off a bridge. It honestly felt like a relief to imagine not having to work so hard to feel better anymore.",Knowledge level of traditional therapy (observable entity),704490000,0.3631,This person has knowledge level of traditional therapy (observable entity).,ENTAILMENT,0.4314,0.2228,0.3458,KEEP
91,"I think our sessions have been very helpful. However, my depression is getting worse. On my drive to this session today. I pictured myself driving off a bridge. It honestly felt like a relief to imagine not having to work so hard to feel better anymore.","Anticipatory anxiety, moderate (finding)",36646009,0.3442,"This person has anticipatory anxiety, moderate (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0087,0.894,0.0973,KEEP
92,"The agenda sounds fine, I suppose. I don’t know. I don’t think this is working, so I’m not sure it matters.",Verbalizes plan for reduction of exercise barriers (finding),418075002,0.3763,"This person has verbalizes plan for reduction of exercise barriers (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to verbalize understanding (observable entity).",CONTRADICTION,0.0025,0.0128,0.9848,DROP
92,"The agenda sounds fine, I suppose. I don’t know. I don’t think this is working, so I’m not sure it matters.",Verbalizes plan for reduction of medication compliance barriers (finding),419128007,0.3643,"This person has verbalizes plan for reduction of medication compliance barriers (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to verbalize: reduction of medication compliance barriers plan (observable entity).",NEUTRAL,0.0163,0.9453,0.0384,KEEP
92,"The agenda sounds fine, I suppose. I don’t know. I don’t think this is working, so I’m not sure it matters.",Understands principles of advocacy (finding),225838005,0.3621,"This person has understands principles of advocacy (finding), which involves psychological function (observable entity), behavior observable (observable entity).",CONTRADICTION,0.036,0.3585,0.6055,DROP
